Sample,SiO2,Al2O3,Fe2O3,MgO,CaO,Na2O,K2O,TiO2,P2O5,MnO,longitude,latitude,block,samplecomp,Sc,V,Cr,Mn,Co,Ni,Cu,Zn,Rb,Sr,Y,Zr,Nb,Mo,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Hf,Ta,W,Th,U
B415,66.8,14.7,4.55,2.01,3.95,2.91,3.24,0.47,0.12,0.1,-116.7,33.3421,PerrisBlock,b-415,18.12,90.17,20.79,0.11,10.39,4.37,8.47,49.65,104,227.98,34,114.04,6.21,2.24,5.09,932.63,14.02,28.98,4.06,18,5.1,1.26,5.18,1.18,6.53,1.57,4.68,0.83,4.3,4.25,1.07,0.37,9.81,4.33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B416,74.2,13.9,1.46,0.25,1.62,3.26,3.74,0.11,0.06,0.04,-116.6659,33.3763,PerrisBlock,b-416,4.45,8.24,7.7,0.05,1.37,2.7,1.97,45.53,123,223.8,12.99,75.95,9.04,3.02,4.61,1517.6,23.31,52.64,6.88,23.55,4.76,1.06,3.75,0.6,2.79,0.7,1.72,0.19,2.15,3.48,0.92,0.74,15.35,4.95
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B417,60.8,16.2,6.46,3.46,5.95,2.77,1.99,0.82,0.16,0.1,-116.6335,33.3999,PerrisBlock,b-417,18.75,140.97,90.38,0.13,19.17,10.61,13.32,68.1,77.4,281.96,20.82,136.57,7.24,3.32,4.52,769.22,18.23,38.04,5.11,21.45,5.21,1.4,5.09,0.91,4.88,0.96,3,0.37,2.75,4.42,0.58,0.58,7.86,2.46
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B418,73.6,13.5,1.91,0.4,1.54,3.05,4.54,0.22,0.08,0.03,-117.4681,34.0289,PerrisBlock,b-418,7.21,19.58,4.12,0.04,2.64,2.36,3.12,26.89,197,135.66,22.11,119.32,9.81,1.88,4.16,866.39,33.2,69.95,8.73,31.72,7.69,0.74,5.66,1.09,4.66,0.83,2.19,0.14,1.67,4.24,1.55,0.46,27.93,3.83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B419,52.3,17.5,5.7,8.44,10.6,2.42,0.59,0.55,0.1,0.1,-116.5415,33.4356,PerrisBlock,b-419,14.49,137.66,697.62,0.08,21.88,17.91,7.41,45.13,19.8,165.92,6.6,42.17,2.03,0.72,2.36,154.46,6.45,13.79,1.94,9.28,2.67,1.05,2.32,0.39,2.08,0.36,1.18,0.15,1.07,1.66,0.21,0.98,1.58,0.29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B420,58.9,17.6,7.44,2.56,6.19,2.83,1.72,1,0.21,0.12,-116.5706,33.3992,PerrisBlock,b-420,10.86,113.23,12.7,0.15,16.28,9.51,4.92,65.12,57.7,363.8,18.52,128.67,7.6,3.42,2.97,518.75,13.12,29.01,3.98,18.01,5.02,1.71,4.43,0.69,3.63,0.72,1.84,0.27,1.59,3.53,0.84,0.29,5.2,1.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B421,76.6,12,1.74,0.63,0.72,2.46,3.93,0.2,0.05,0.05,-116.6006,33.3727,PerrisBlock,b-421,12.2,47.16,45.99,0.08,3.74,10.14,12.12,43.03,148,117.47,29,123.31,15.55,5.75,4.23,1397.08,15.49,43.79,5.42,18.88,4.65,0.76,3.67,0.97,4.13,1.13,3.07,0.34,2.87,3.24,1.37,0.34,16.15,6.73
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B422,72,14,2.64,0.5,2.05,3.19,3.84,0.27,0.09,0.05,-116.6345,33.3442,PerrisBlock,b-422,5.58,29.1,6.39,0.07,4.05,1.83,10.64,42.3,162,165.45,24.04,115.41,7.85,2.29,6.78,741.1,18.58,46.1,4.42,17.13,3.63,0.64,3.7,0.53,3.85,0.77,2.75,0.41,3,3.59,0.84,0.38,15.92,3.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B423,62.2,16,6.35,2.67,5.2,2.87,2.43,0.73,0.16,0.11,-116.6632,33.3144,PerrisBlock,b-423,22.21,170.18,31.65,0.14,18.08,4.93,13.95,54.64,98.2,263.16,25.1,171.24,6.77,3.16,6.08,778.28,15.84,34.49,4.57,22.34,6.14,1.11,5.33,1.01,5.76,1.1,3.53,0.56,3.2,5.65,0.86,0.76,9.82,3.14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B424,73.5,14.5,1.47,0.29,2.02,4.07,2.43,0.14,0.06,0.05,-116.5647,33.3442,PerrisBlock,b-424,5.52,9.84,8.21,0.06,1.39,6.69,2.3,42.5,93.3,280.78,17.07,105.64,8.47,2.65,8.74,881.68,11.21,21.68,2.79,10.83,2.51,0.71,2.75,0.53,3.01,0.66,2.16,0.34,2.54,4,1.19,0.67,8.53,3.17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B425,44.9,17.9,13.2,5.52,11.8,1.43,0.4,3.24,0.1,0.15,-116.5306,33.3722,PerrisBlock,b-425,57.74,895.63,15.91,0.22,55.83,5.82,35.14,82.97,10,316.51,14.74,43.61,4.66,1.43,0.47,144.53,5.59,13.98,1.92,9.77,2.96,1.03,3.03,0.5,3.15,0.67,2.1,0.33,2.07,1.94,0.6,0.61,2.5,1.14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-426,67.7,15.5,4.34,1.34,3.95,3.54,1.81,0.56,0.16,0.06,-116.4962,33.3987,PerrisBlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B427,61.7,16.3,6.48,2.93,6.16,3.38,1.1,0.86,0.18,0.1,-117.398,34.0282,PerrisBlock,b-427,20.97,162.55,48.45,0.12,17.28,5.12,10.59,42.66,33.7,324.29,20.67,143.2,5.7,2.55,1.56,970.74,13.06,29.91,4.92,20.42,5.25,1.5,4.79,0.92,4.83,1.37,3.13,0.55,2.78,4.92,0.56,0.4,2.14,1.04
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B428,76.9,12.2,1.15,0.1,0.62,3.11,5.2,0.06,0.07,0.03,-117.432,33.9975,PerrisBlock,b-428,3.81,3.52,4.94,0.05,0.81,1.58,4.47,13.68,215,22.94,16.52,150.79,4.69,3.95,3.36,214.77,21.33,46.23,5.48,20.63,4.47,0.22,3.3,0.55,2.92,0.56,2.44,0.26,2.77,5.68,0.66,0.41,33.19,6.89
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B429,58.9,18.4,6.07,1.85,5.56,7.15,0.16,0.56,0.16,0.12,-117.5592,33.9437,PerrisBlock,b-429,13.95,73.72,23.94,0.15,12.33,3.49,5.07,61.73,4,281.31,33.16,165.6,6.36,2.51,0.49,289.17,22.11,46.7,6.11,25.77,6.58,1.18,5.82,0.93,6.19,1.24,4.02,0.61,3.91,5.1,0.58,0.63,10.27,2.59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B430,65.8,15.8,4.44,1.86,4.57,2.87,2.88,0.55,0.15,0.08,-116.4623,33.3697,PerrisBlock,b-430,13.47,75.69,24.94,0.08,8.59,1.96,13.17,39.83,91.3,334.54,13.33,105.33,7.28,2.13,4.29,1289.35,19.08,41.13,5.6,23.61,4.95,1.54,4.88,0.79,3.43,1.08,1.92,0.46,1.98,4.24,1.09,0.48,17.51,1.97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B431,65.9,15.6,4.99,1.71,3.87,3.25,2.51,0.6,0.18,0.09,-116.4212,33.3425,PerrisBlock,b-431,10.3,87.38,22.55,0.12,11.52,5.7,10.12,79.11,94.4,293.51,18.33,166.43,10.56,2.93,5.29,787.42,17.12,38.16,5.14,21.34,5.33,1.33,4.75,0.85,4.4,0.82,2.5,0.35,1.95,5.04,1,0.39,8.37,1.77
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-432,64.5,16.4,4.97,2.06,5.11,3.02,1.94,0.73,0.17,0.07,-116.4951,33.3409,PerrisBlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B433,64.6,16.2,4.73,2.1,4.74,3.34,2.09,0.63,0.16,0.08,-116.5324,33.3118,PerrisBlock,b-433,14.24,98.46,32.53,0.1,9.69,3.3,6.12,68.47,75.9,372.48,19.95,99.99,8.02,1.79,3.39,777.37,12.43,28.34,3.98,19.45,5.06,1.15,5.01,0.86,4.66,1.14,2.46,0.41,2.27,3.49,1.01,0.18,5.56,1.99
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B434,70.5,15.3,2.73,0.78,3.09,3.73,2.21,0.29,0.1,0.05,-116.5997,33.3135,PerrisBlock,b-434,7.71,37.94,16.2,0.05,6.09,31.15,5.4,43.6,79.2,270.19,9.07,95.54,7.82,1.99,4.11,1093.6,22.59,50.24,5.24,22.3,4.66,1.44,2.8,0.54,2.28,0.59,1.34,0.22,1.18,2.99,0.77,0.22,9.65,1.82
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-435,63.3,17.2,4.93,2.01,5.4,3.69,1.49,0.8,0.2,0.07,-116.6359,33.2271,PerrisBlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B436,66.5,16.7,3.45,1.12,4.03,4.03,1.86,0.56,0.17,0.04,-116.6696,33.1995,PerrisBlock,b-436,2.7,45.44,7.9,0.05,5.15,1.54,2.66,61.78,61.5,547.61,3.81,146.8,5.25,2.02,3.21,1001.16,23,50.1,5.27,20.25,3.44,1.73,1.79,0.27,0.92,0.17,0.52,0.06,0.6,4.91,0.35,0.26,11.08,2.49
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B437,66,16.6,3.74,1.44,4.77,3.84,1.6,0.61,0.19,0.06,-116.6339,33.1694,PerrisBlock,b-437,6.76,80.73,12.86,0.07,6.08,0.2,3.26,48.73,46.9,490.86,9.05,96.95,7.62,1.88,2.77,715.82,27.33,55.69,6.56,26.42,4.96,1.43,3.69,0.51,2.27,0.45,1.27,0.19,1.06,3.5,0.97,0.17,16.02,2.45
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B438,62.7,17.1,5.07,1.93,5.17,3.53,2.04,0.81,0.2,0.07,-116.6016,33.1965,PerrisBlock,b-438,6.44,75.64,8.47,0.08,8.31,4.3,3.05,66.87,69.3,504.67,9.57,238.8,5.15,2.46,2.94,775.04,17.5,36.49,4.72,17.66,3.43,1.07,2.38,0.44,1.93,0.38,0.92,0.18,0.81,6.05,0.42,0.21,6.79,1.49
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B439,64.6,16.8,4.15,1.64,5,3.76,1.93,0.68,0.18,0.06,-116.5679,33.2837,PerrisBlock,b-439,7.95,79.76,22.1,0.07,8.5,3.09,2.68,56.91,66.7,498.84,7.38,120.59,5.06,2.06,4.87,662.63,20.54,37.9,4.69,16.5,3.95,1.44,2.87,0.41,1.97,0.45,0.98,0.11,0.98,3.94,0.62,0.22,14.41,2.51
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B440,70.2,14.5,3.88,0.85,3.34,3.69,1.92,0.41,0.12,0.08,-117.3612,33.8255,PerrisBlock,b-440,11.81,51.01,10.7,0.09,6.22,5.28,3.87,62.42,69,207.86,25.93,255.52,5.39,2.88,4.98,845.97,18.12,40.55,4.86,21.3,5.76,1.46,5.6,0.85,5.97,1.19,3.67,0.61,3.36,8.1,0.54,0.38,8.71,2.04
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-441,65.3,16.4,4.43,1.63,4.65,3.43,1.86,0.8,0.22,0.05,-116.4256,33.2276,PerrisBlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-442,64.1,16.6,5.15,1.87,4.59,3.39,2.11,0.84,0.22,0.06,-116.4269,33.1693,PerrisBlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-447,69.3,15.5,2.99,0.74,3.28,3.67,2.46,0.46,0.15,0.04,-116.6155,33.456,PerrisBlock,b-447,4.31,19.54,3.4,0.06,3.76,0.29,0.73,65.33,88.1,410.08,9.6,167.22,8.85,1.76,3.6,1430.62,38.51,71.82,9.46,37.51,6.82,1.49,4.59,0.52,2.74,0.6,1.41,0.26,0.97,5.22,0.83,0.12,15.46,2.18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-448,60.7,18.1,5.03,1.99,6.01,4.08,1.13,0.93,0.23,0.07,-116.8684,33.4828,PerrisBlock,b-448,9.65,86.15,13.24,0.09,11.15,2.07,2.54,74.23,29.7,559.79,11.39,77.97,5.95,1.86,1.75,580.79,12.53,29.73,3.75,18.18,4.16,1.26,3.5,0.49,2.65,0.36,1.34,0.13,0.92,2.2,0.52,0.29,4.02,0.81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-449,64.6,16.1,4.95,1.89,4.52,3.41,2.04,0.64,0.14,0.08,-116.8612,33.4236,PerrisBlock,b-449,14.1,103.88,28.17,0.1,11.84,5.58,9.99,70.92,76.9,349.57,16.23,129.84,7.09,2.42,3.55,623.1,16.24,34.6,4.81,18.89,4.05,0.96,3.64,0.49,3.34,0.72,1.91,0.27,1.9,3.36,0.67,0.17,8.6,1.99
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-450,73.5,13.7,1.76,0.28,1.5,2.83,4.8,0.2,0.09,0.04,-116.5316,33.2557,PerrisBlock,b-450,2.64,8.87,9.65,0.04,1.16,14.07,4.85,37.8,190,153.76,7.04,141.01,14.71,3.56,12.97,1127.15,48.32,96.29,10.33,34.3,7.06,1.57,3.75,0.82,2.46,1.05,1.19,0.47,1.09,6.98,2.88,0.68,66.21,11.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-451,70.2,15.4,3.22,1.04,3.63,3.39,1.87,0.4,0.13,0.05,-116.4293,33.2779,PerrisBlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-452,65.6,15.8,4.35,1.65,4.6,3.21,2.61,0.83,0.23,0.07,-116.4699,33.2506,PerrisBlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-453,66.4,16,4.15,1.46,4.06,3.34,2.36,0.72,0.22,0.07,-116.4957,33.2294,PerrisBlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-454,65.2,16,4.28,1.58,4.4,3.28,2.72,0.74,0.22,0.06,-116.5313,33.1965,PerrisBlock,b-454,7.32,68.77,11.93,0.08,10.74,2.59,3.73,62.98,82.3,525.51,16.14,179.39,9.38,3.07,3.19,1473.81,22.62,51.57,6.77,29.13,7.12,1.63,5.17,0.72,4.13,0.69,2.13,0.32,2.25,5.9,1.63,0.41,8.53,3.32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-455,66.8,15.9,4.27,1.63,3.62,3.08,2.55,0.71,0.21,0.08,-116.5011,33.172,PerrisBlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-456,64.1,16.4,4.77,1.78,5.03,3.43,1.82,0.84,0.23,0.06,-116.4611,33.1979,PerrisBlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B458,73.9,13.1,2.5,0.38,1.65,3.83,3.07,0.25,0.08,0.05,-117.3559,33.6055,SantaAnaBlock,b-458,5.81,23.17,19.04,0.06,3.39,10.55,4.8,30.79,70.3,121.14,28.14,198.02,6.88,1.78,2.41,836.89,24.92,52.37,6.66,25.29,6.3,1.18,5.6,1.03,6.14,1.47,4,0.6,3.9,6.41,0.75,0.29,12.03,1.98
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B460,73.5,13.4,2.41,0.42,1.93,4.04,2.6,0.25,0.07,0.05,-117.4703,33.703,SantaAnaBlock,b-460,6.05,24.09,25.92,0.06,3.27,12.18,8.84,23.84,67.2,131.79,24.25,104.96,7.4,3.88,4.48,870.22,18.9,42.53,5.35,23.79,6.54,1.11,5.7,0.98,6.39,1.87,4.29,0.54,4.84,4.25,0.91,1.23,13.76,4.32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B461,73.3,12.9,2.99,0.47,1.47,3.54,3.48,0.23,0.07,0.05,-117.5092,33.6075,SantaAnaBlock,b-461,8.39,27.72,37.54,0.06,4.95,157.73,8.81,48.88,126,113.14,43.15,600.58,10.63,4.58,6.49,1146.7,25.06,60.4,8.01,36.96,9.59,1.38,9.17,1.62,10.46,2.56,7.78,1.09,8.42,20.3,1.24,0.72,14.14,4.91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B462,69,13.7,4.36,1.27,3.14,3.2,2.97,0.57,0.13,0.07,-117.4612,33.6412,SantaAnaBlock,b-462,12.43,95.95,39.41,0.08,9.53,10.23,9.82,44.06,99.5,156.68,34.61,276.98,7.68,2.41,5.52,827.03,20.29,47.74,6.26,27.28,7.89,1.53,7.74,1.28,7.38,1.78,4.87,0.76,4.94,8.83,0.94,0.69,14.93,2.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B463,48.5,21.3,8.01,6.3,12.2,1.53,0.24,0.48,0.06,0.14,-117.3911,33.6419,SantaAnaBlock,b-463,33.31,183.83,154.88,0.18,36.46,34.91,27.22,48.51,8,333.51,10.93,34.1,1.38,1.72,0.45,116.54,4.59,10.45,1.43,7.66,2.34,0.75,2.23,0.36,2.61,0.5,1.65,0.18,1.37,1.22,0.09,0.15,1.55,0.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B464,71.8,13.4,3.32,0.88,2.34,3.19,3.25,0.39,0.11,0.06,-117.4287,33.6117,SantaAnaBlock,b-464,10.5,54.26,27.08,0.08,6.27,13.43,4.87,41.25,112,150.34,32.44,197.55,7.17,2.69,5.86,838.66,30.78,61.31,7.16,29.74,6.92,1.03,6.26,1.15,6.79,1.57,4.19,0.56,4.42,6.29,0.82,0.41,15.1,2.72
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B465,73.7,13,2.47,0.31,1.45,3.77,3.38,0.23,0.07,0.04,-117.323,33.582,SantaAnaBlock,b-465,6.55,13.72,13.7,0.05,2.57,10.14,8.52,32.2,107,101.72,27.43,147.25,6.62,3.52,4.08,916.44,27.29,55.9,7.23,29.19,7.03,1.18,6.42,1.07,6.6,1.41,4.14,0.66,4.63,6.24,0.72,2.03,13.3,2.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B466,72.7,13.2,3.14,0.22,1.53,4.29,2.83,0.23,0.07,0.04,-117.3762,33.5546,SantaAnaBlock,b-466,13.51,10.62,20.22,0.05,3.14,11.82,7.3,32.32,63,130.64,38.98,309.57,10.39,2.59,2.81,972.17,28.24,63.61,9.28,37.93,9.37,1.73,8.82,1.58,9.91,2.28,6.07,0.81,5.72,10.3,1.19,0.43,13.45,2.55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-467,49.7,20.8,6.26,6.13,12.7,2.19,0.3,0.54,0.1,0.11,-117.3929,33.5244,SantaAnaBlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-468,52.7,17.4,6.94,6.79,12,1.9,0.39,0.48,0.08,0.13,-117.322,33.5237,SantaAnaBlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-469,75.3,12.6,1.97,0.48,1.95,3.43,3.06,0.24,0.08,0.04,-117.361,33.4944,SantaAnaBlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-470,73.5,13,2.7,0.43,1.77,3.55,2.94,0.3,0.08,0.03,-117.3894,33.4576,SantaAnaBlock,b-470,7.88,22.51,14.58,0.04,3.65,11.58,21.59,13.84,111,112.1,25.07,134.09,6.04,4.18,6.14,815.05,24.61,49.09,6.14,27.89,6.36,1.16,6.07,1.11,6.63,1.35,4.08,0.69,4.42,5.09,0.93,1.08,18.15,5.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-471,77.1,12.2,1.37,0.13,0.79,3.2,4.03,0.16,0.05,0.02,-117.362,33.4339,SantaAnaBlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B472,71.4,13.9,3.09,0.59,2.28,3.99,2.68,0.34,0.13,0.06,-117.3234,33.4624,SantaAnaBlock,b-472,9.64,24.89,18.87,0.07,4.37,11.78,3.07,26.22,89.2,155.55,34.79,206.4,6.31,7.58,3.03,761.49,16.62,39.2,4.85,20.87,6.23,1.23,6.24,1.13,7.29,1.58,4.69,0.87,5.5,6.72,0.72,0.59,12.82,3.72
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B475,74.5,12.8,2.25,0.43,1.72,3.35,3.4,0.23,0.07,0.04,-117.3121,33.4281,SantaAnaBlock,b-475,1.59,18.04,21.2,0.04,2.76,14.25,3.41,21.38,114,109.16,19.8,97.38,5.84,3.4,5.29,915.07,17.77,42.39,5.17,19.38,4.9,1.81,4.71,1.37,4.79,1.47,3.64,1.1,4.1,5.26,1.44,0.81,20.53,5.27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B476,72.1,13.3,3.24,0.87,2.6,3.46,2.86,0.34,0.07,0.06,-117.3229,33.4068,SantaAnaBlock,b-476,11.26,53.57,28.26,0.07,5.71,13.48,7.42,37.98,107,157.79,31.46,215.75,5.58,3.68,6.51,965.05,20.65,50.94,6.13,25.07,7.1,1.3,6.06,1.07,7.27,1.81,4.77,0.7,4.81,7.55,0.63,0.82,13.11,3.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B477,46.5,21.4,6.62,9.77,13.5,1.05,0.05,0.18,0.05,0.11,-117.3721,33.3756,SantaAnaBlock,b-477,21.45,71.17,359.83,0.12,44.48,72.31,8.14,35.17,4,379.75,3.45,10.26,0.44,1.85,0.14,59.98,1.65,3.12,0.54,2.52,0.64,0.39,0.72,0.1,0.82,0.25,1.2,0.04,0.41,0.35,0.05,0.11,0.52,0.19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B478,68.4,14.5,3.95,1.58,3.65,3.48,2.2,0.47,0.12,0.06,-117.349,33.3457,SantaAnaBlock,b-478,9.9,85.83,40.07,0.07,9.22,16.06,9.36,39.11,78.4,231.16,21.7,162.4,4.49,2.75,4.8,703.63,12.9,33.5,4.67,20.21,5.6,1.21,5.43,0.82,5.05,1.3,3.61,0.51,3.05,6.41,0.63,0.28,13.24,3.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B479,73.8,13,2.76,0.4,1.75,3.36,3.14,0.26,0.08,0.04,-117.2908,33.3748,SantaAnaBlock,b-479,6.78,19.5,19.34,0.04,2.85,18.97,15.14,30.42,110,117.99,26.62,130.85,5.66,8.78,6.92,917,23.44,59.19,6.72,28.33,7.44,1.26,6.73,1.2,7.59,1.83,4.5,0.73,5.16,5.4,0.73,1.86,18.25,3.93
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B480,73.7,13,2.81,0.52,2.18,3.68,2.51,0.29,0.07,0.05,-117.2518,33.4042,SantaAnaBlock,b-480,5.93,28.16,16.3,0.05,4.29,4.86,3.08,24.98,79.5,131.27,19.7,130.77,4.17,4.2,3.82,990.08,16.51,35.52,4.47,19.16,4.93,1.39,5.35,0.91,6.08,1.46,3.36,0.82,4.12,5.27,0.58,0.34,12.81,2.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B481,49.7,18.2,9.62,6.56,10.7,2.27,0.25,0.96,0.14,0.16,-117.2204,33.4337,SantaAnaBlock,b-481,35.79,269.32,180.32,0.22,39.14,20.85,7.28,50.76,6,347.51,20.38,59.54,3.06,1.35,0.31,146.66,7.37,17.47,2.62,12.96,4.18,1.26,4.01,0.81,4.44,0.84,2.79,0.5,2.69,1.88,0.29,0.12,1.37,0.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-482,76.4,12.7,1.42,0.2,1,3.95,3.51,0.12,0.06,0.03,-117.1504,33.4331,SantaAnaBlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-483,50.1,19.4,10.8,5.74,9.83,2.77,0.13,1.13,0.17,0.19,-117.1823,33.4007,SantaAnaBlock,b-483,39.32,255.72,77.03,0.24,40.26,17.8,9.48,65.62,2.3,446.66,13.29,25.18,2.3,1.45,0.13,114.33,4.09,9.45,1.59,8.47,2.72,1.52,2.94,0.47,3.03,0.65,2.04,0.25,2.03,0.79,0.18,0.07,0.3,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
